Date,Period,Actual,Curtailment,Available
2023-05-04,14,8973.18,2410.974,11384.154
2023-05-04,15,9225.848,2477.008,11702.856
2023-05-04,16,9385.542,2582.114,11967.655999999999
2023-05-04,17,9687.648,2552.436,12240.083999999999
2023-05-04,18,9982.946,2130.212,12113.158
2023-05-04,19,10096.982,1915.238,12012.22
2023-05-04,20,10378.226,1524.014,11902.24
2023-05-04,21,10523.118,1673.72,12196.838
2023-05-04,22,10515.146,1966.172,12481.318000000001
2023-05-04,23,10650.198,2178.35,12828.548
2023-05-04,24,10948.916,2217.67,13166.586
2023-05-04,25,10878.586,2365.416,13244.002
2023-05-04,26,10849.546,2695.8540000000003,13545.400000000001
2023-05-04,27,10882.912,2793.056,13675.968
2023-05-04,28,10770.41,2969.544,13739.954
2023-05-04,29,10709.636,3005.754,13715.39
2023-05-04,30,10737.302,3035.132,13772.434
2023-05-04,31,10647.756000000001,3047.332,13695.088000000002
2023-05-04,32,10793.674,3064.152,13857.826000000001
2023-05-04,33,10756.78,3031.546,13788.326000000001
2023-05-04,34,10464.618,3054.466,13519.084
2023-05-04,35,10146.542000000001,3039.434,13185.976000000002
2023-05-04,36,9946.044,3112.984,13059.028
2023-05-04,37,9312.282,3418.536,12730.818
2023-05-04,38,8465.344,3704.682,12170.025999999998
2023-05-04,39,7737.392,4168.784,11906.176
2023-05-04,40,7463.476,4206.556,11670.032
2023-05-04,41,7312.3460000000005,4200.452,11512.798
2023-05-04,42,7109.798000000001,4034.15,11143.948
2023-05-04,43,7166.234,3926.854,11093.088
2023-05-04,44,7469.034,3750.608,11219.642
2023-05-04,45,7986.174,3079.712,11065.886
2023-05-04,46,8175.998,2669.898,10845.896
2023-05-04,47,8320.694,2392.278,10712.972
2023-05-04,48,8008.168,2697.89,10706.057999999999
2023-05-05,1,7517.21,2666.336,10183.546
2023-05-05,2,7421.198,2358.544,9779.742
2023-05-05,3,7826.5599999999995,1886.474,9713.034
2023-05-05,4,7437.531999999999,2203.824,9641.356
2023-05-05,5,7247.886,2187.964,9435.85
2023-05-05,6,7111.186,2153.7,9264.885999999999
2023-05-05,7,6736.704,2102.704,8839.408
